Order ID,Order Date,Ship Date,Product Category,Sub-Category,Customer Segment,Region,Country,City,Sales,Quantity,Discount,Profit,Ship Mode
DEMO-00970,2024-08-19,2024-08-22,Office Supplies,Paper,Corporate,North,United Kingdom,Demo City 11,318.44,7,0.2,27.71,First Class
DEMO-00971,2024-04-18,2024-04-20,Furniture,Tables,Home Office,West,Germany,Demo City 19,180.54,6,0.2,29.83,Standard Class
DEMO-00972,2024-05-04,2024-05-09,Office Supplies,Binders,Consumer,West,United States,Demo City 13,188.17,2,0.3,-32.9,First Class
DEMO-00973,2023-12-07,2023-12-10,Furniture,Bookcases,Home Office,East,India,Demo City 13,36.55,4,0.05,-7.77,Second Class
DEMO-00974,2025-10-03,2025-10-06,Office Supplies,Binders,Consumer,North,Canada,Demo City 2,223.29,7,0.0,41.09,First Class
DEMO-00975,2025-05-20,2025-05-26,Technology,Phones,Consumer,East,Japan,Demo City 9,1129.92,10,0.1,111.94,Standard Class
DEMO-00976,2025-09-09,2025-09-13,Office Supplies,Paper,Home Office,West,United States,Demo City 23,243.75,9,0.2,12.97,Second Class
DEMO-00977,2025-12-21,2025-12-22,Technology,Machines,Consumer,North,United Kingdom,Demo City 26,71.87,3,0.1,5.79,Standard Class
DEMO-00978,2024-08-06,2024-08-13,Furniture,Chairs,Consumer,East,Japan,Demo City 14,139.03,2,0.2,11.23,Standard Class
DEMO-00979,2024-02-02,2024-02-04,Technology,Phones,Home Office,South,Australia,Demo City 15,812.17,8,0.0,86.9,First Class
DEMO-00980,2025-05-09,2025-05-14,Technology,Accessories,Corporate,East,India,Demo City 6,385.67,11,0.0,73.64,Standard Class
DEMO-00981,2024-03-05,2024-03-10,Office Supplies,Binders,Home Office,West,Germany,Demo City 11,435.59,4,0.05,141.51,Standard Class
DEMO-00982,2023-06-18,2023-06-19,Furniture,Bookcases,Corporate,East,Japan,Demo City 13,138.33,10,0.1,-5.78,Same Day
DEMO-00983,2023-12-08,2023-12-11,Office Supplies,Binders,Corporate,West,Germany,Demo City 21,1768.33,11,0.3,111.2,Second Class
DEMO-00984,2025-03-03,2025-03-07,Office Supplies,Paper,Consumer,West,Germany,Demo City 7,138.22,7,0.3,15.81,First Class
DEMO-00985,2023-02-26,2023-03-01,Office Supplies,Paper,Consumer,South,Brazil,Demo City 24,460.99,7,0.0,-53.58,Standard Class
DEMO-00986,2023-05-28,2023-05-30,Technology,Machines,Home Office,North,Canada,Demo City 1,371.63,7,0.0,-23.72,Second Class
DEMO-00987,2023-02-07,2023-02-08,Office Supplies,Binders,Home Office,South,Brazil,Demo City 25,87.4,10,0.2,5.77,First Class
DEMO-00988,2023-11-10,2023-11-12,Furniture,Chairs,Home Office,South,Brazil,Demo City 27,39.83,3,0.0,8.34,First Class
DEMO-00989,2024-03-08,2024-03-09,Furniture,Tables,Corporate,North,Canada,Demo City 7,158.92,9,0.1,66.94,Standard Class
DEMO-00990,2024-07-13,2024-07-20,Furniture,Tables,Home Office,East,Japan,Demo City 12,37.11,1,0.2,-3.11,Second Class
DEMO-00991,2025-04-07,2025-04-09,Office Supplies,Storage,Home Office,South,Brazil,Demo City 20,121.38,10,0.3,-4.16,Same Day
DEMO-00992,2024-01-01,2024-01-08,Office Supplies,Binders,Consumer,East,India,Demo City 4,211.16,10,0.1,60.84,Second Class
DEMO-00993,2023-02-12,2023-02-19,Furniture,Bookcases,Consumer,North,Canada,Demo City 13,564.68,6,0.0,16.22,Standard Class
DEMO-00994,2023-06-12,2023-06-17,Office Supplies,Paper,Home Office,West,United States,Demo City 17,665.7,8,0.1,26.28,First Class
DEMO-00995,2023-07-15,2023-07-20,Technology,Phones,Consumer,East,India,Demo City 18,422.59,4,0.0,83.87,First Class
DEMO-00996,2025-05-09,2025-05-13,Furniture,Bookcases,Corporate,North,United Kingdom,Demo City 27,94.17,3,0.3,21.97,First Class
DEMO-00997,2025-05-27,2025-05-30,Technology,Accessories,Consumer,West,Germany,Demo City 22,922.95,7,0.1,136.48,Same Day
DEMO-00998,2023-01-27,2023-01-30,Office Supplies,Binders,Home Office,South,Brazil,Demo City 27,633.49,6,0.0,157.87,Second Class
DEMO-00999,2024-06-24,2024-06-29,Furniture,Bookcases,Corporate,West,Germany,Demo City 12,32.25,3,0.2,0.11,Same Day
DEMO-01000,2024-03-08,2024-03-11,Office Supplies,Storage,Home Office,West,Germany,Demo City 18,149.63,8,0.3,-20.64,Same Day
DEMO-01001,2024-02-14,2024-02-16,Technology,Phones,Consumer,East,India,Demo City 14,129.25,3,0.1,31.35,Second Class
DEMO-01002,2024-02-10,2024-02-14,Office Supplies,Storage,Home Office,North,Canada,Demo City 3,774.53,11,0.1,13.53,Second Class
DEMO-01003,2025-01-28,2025-02-02,Office Supplies,Paper,Consumer,North,United Kingdom,Demo City 20,38.77,3,0.5,-8.49,First Class
DEMO-01004,2023-09-14,2023-09-15,Office Supplies,Paper,Corporate,North,United Kingdom,Demo City 23,272.77,10,0.3,49.93,Standard Class
DEMO-01005,2025-07-01,2025-07-05,Technology,Accessories,Corporate,South,Australia,Demo City 7,1023.2,11,0.0,317.05,Same Day
DEMO-01006,2024-06-30,2024-07-01,Office Supplies,Storage,Consumer,North,United Kingdom,Demo City 29,10.49,2,0.2,1.27,Same Day
DEMO-01007,2023-07-01,2023-07-07,Technology,Machines,Consumer,East,India,Demo City 23,350.65,7,0.05,76.27,Same Day
DEMO-01008,2025-10-31,2025-11-05,Technology,Machines,Home Office,East,Japan,Demo City 27,46.62,4,0.05,6.96,Standard Class
DEMO-01009,2025-12-03,2025-12-07,Office Supplies,Storage,Corporate,West,United States,Demo City 28,97.58,4,0.1,23.99,Same Day
DEMO-01010,2023-03-31,2023-04-01,Technology,Accessories,Home Office,West,United States,Demo City 10,710.25,10,0.05,168.31,Second Class
DEMO-01011,2024-12-02,2024-12-07,Technology,Machines,Consumer,South,Brazil,Demo City 30,402.79,3,0.05,-9.6,Standard Class
DEMO-01012,2024-07-23,2024-07-30,Technology,Phones,Corporate,West,Germany,Demo City 10,120.47,2,0.1,23.63,Same Day
DEMO-01013,2024-09-15,2024-09-19,Technology,Phones,Consumer,West,Germany,Demo City 10,61.46,3,0.0,9.72,Standard Class
DEMO-01014,2023-06-25,2023-06-28,Office Supplies,Storage,Home Office,South,Brazil,Demo City 22,634.64,8,0.2,151.97,First Class
DEMO-01015,2023-09-20,2023-09-25,Technology,Machines,Corporate,East,India,Demo City 9,326.1,6,0.0,58.99,Second Class
DEMO-01016,2023-05-05,2023-05-12,Office Supplies,Storage,Corporate,South,Australia,Demo City 21,298.39,9,0.1,39.32,Second Class
DEMO-01017,2024-11-19,2024-11-26,Furniture,Bookcases,Home Office,East,India,Demo City 5,2310.8,9,0.2,-250.53,First Class
DEMO-01018,2023-06-16,2023-06-23,Office Supplies,Storage,Consumer,East,Japan,Demo City 22,92.67,3,0.1,12.81,First Class
DEMO-01019,2023-11-13,2023-11-20,Office Supplies,Storage,Corporate,South,Australia,Demo City 5,53.57,5,0.05,8.86,Same Day
DEMO-01020,2023-06-29,2023-07-04,Office Supplies,Paper,Corporate,East,Japan,Demo City 24,164.47,7,0.0,59.19,Same Day
DEMO-01021,2024-03-28,2024-03-29,Office Supplies,Storage,Home Office,South,Australia,Demo City 5,887.94,9,0.05,153.87,Standard Class
DEMO-01022,2023-12-01,2023-12-06,Technology,Machines,Home Office,West,United States,Demo City 1,90.92,8,0.0,14.93,Standard Class
DEMO-01023,2023-02-05,2023-02-12,Office Supplies,Paper,Home Office,West,United States,Demo City 9,46.89,6,0.2,-0.59,Second Class
DEMO-01024,2023-02-10,2023-02-11,Technology,Accessories,Corporate,West,United States,Demo City 4,191.85,2,0.0,39.49,Standard Class
DEMO-01025,2024-10-22,2024-10-24,Office Supplies,Binders,Home Office,East,Japan,Demo City 1,1464.42,10,0.2,1.5,First Class
DEMO-01026,2024-09-28,2024-10-05,Furniture,Tables,Home Office,South,Brazil,Demo City 30,26.45,1,0.3,0.95,Standard Class
DEMO-01027,2025-02-23,2025-03-01,Furniture,Bookcases,Consumer,East,Japan,Demo City 20,214.38,4,0.1,79.7,Second Class
DEMO-01028,2023-03-12,2023-03-17,Office Supplies,Binders,Corporate,South,Australia,Demo City 4,175.85,9,0.3,23.19,First Class
DEMO-01029,2025-03-15,2025-03-17,Furniture,Bookcases,Home Office,North,United Kingdom,Demo City 29,64.38,2,0.1,16.79,Same Day
DEMO-01030,2023-02-19,2023-02-21,Technology,Machines,Consumer,South,Australia,Demo City 4,26.36,1,0.2,0.64,Second Class
DEMO-01031,2025-07-01,2025-07-02,Office Supplies,Binders,Home Office,East,India,Demo City 13,706.21,5,0.0,122.96,First Class
DEMO-01032,2023-07-05,2023-07-08,Furniture,Bookcases,Consumer,South,Brazil,Demo City 16,930.7,11,0.3,-71.56,First Class
DEMO-01033,2023-02-02,2023-02-06,Furniture,Bookcases,Consumer,West,United States,Demo City 24,861.15,10,0.05,153.11,Same Day
DEMO-01034,2025-04-24,2025-04-28,Furniture,Chairs,Consumer,West,Germany,Demo City 3,417.69,3,0.2,64.0,First Class
DEMO-01035,2024-02-09,2024-02-10,Office Supplies,Paper,Corporate,North,United Kingdom,Demo City 13,550.91,7,0.0,29.78,First Class
DEMO-01036,2023-08-19,2023-08-23,Furniture,Chairs,Corporate,North,Canada,Demo City 23,729.64,7,0.2,-76.21,Standard Class
DEMO-01037,2025-03-21,2025-03-23,Technology,Accessories,Corporate,North,Canada,Demo City 20,38.99,1,0.3,-4.03,Same Day
DEMO-01038,2025-02-07,2025-02-14,Technology,Accessories,Corporate,East,Japan,Demo City 13,139.48,2,0.3,-5.41,Second Class
DEMO-01039,2023-12-07,2023-12-08,Furniture,Chairs,Corporate,East,Japan,Demo City 13,485.31,11,0.0,21.31,First Class
DEMO-01040,2023-07-30,2023-08-05,Technology,Accessories,Corporate,North,United Kingdom,Demo City 12,342.26,5,0.2,-33.72,Second Class
DEMO-01041,2024-01-07,2024-01-10,Furniture,Chairs,Home Office,South,Brazil,Demo City 10,452.63,7,0.0,111.11,First Class
DEMO-01042,2023-03-20,2023-03-25,Furniture,Tables,Consumer,South,Australia,Demo City 1,528.64,7,0.2,134.71,First Class
DEMO-01043,2024-11-05,2024-11-07,Furniture,Bookcases,Corporate,East,Japan,Demo City 16,169.46,9,0.5,-23.53,Same Day
DEMO-01044,2025-01-18,2025-01-23,Office Supplies,Storage,Home Office,West,Germany,Demo City 5,174.38,10,0.0,32.97,First Class
DEMO-01045,2025-10-11,2025-10-17,Furniture,Chairs,Corporate,East,Japan,Demo City 2,60.6,4,0.0,13.88,Standard Class
DEMO-01046,2023-12-04,2023-12-08,Technology,Accessories,Home Office,South,Brazil,Demo City 17,210.21,10,0.2,55.32,Standard Class
DEMO-01047,2024-05-04,2024-05-09,Furniture,Bookcases,Home Office,West,Germany,Demo City 20,465.92,7,0.0,78.42,Same Day
DEMO-01048,2025-01-13,2025-01-16,Technology,Phones,Consumer,South,Brazil,Demo City 14,578.32,9,0.3,5.09,Second Class
DEMO-01049,2024-10-11,2024-10-12,Office Supplies,Storage,Consumer,West,Germany,Demo City 9,54.84,1,0.1,-1.17,Same Day
DEMO-01050,2025-02-08,2025-02-12,Furniture,Chairs,Home Office,North,United Kingdom,Demo City 15,38.16,1,0.5,-4.82,First Class
DEMO-01051,2023-02-22,2023-02-26,Furniture,Bookcases,Corporate,East,India,Demo City 23,435.89,10,0.2,28.59,Second Class
DEMO-01052,2024-02-29,2024-03-02,Technology,Accessories,Home Office,South,Brazil,Demo City 14,613.83,9,0.1,104.43,Second Class
DEMO-01053,2025-05-12,2025-05-16,Technology,Accessories,Home Office,South,Australia,Demo City 21,747.02,9,0.0,170.93,Same Day
DEMO-01054,2024-08-14,2024-08-21,Furniture,Bookcases,Corporate,West,Germany,Demo City 1,19.27,1,0.2,2.73,Same Day
DEMO-01055,2024-02-02,2024-02-03,Office Supplies,Storage,Consumer,East,Japan,Demo City 26,455.35,6,0.0,34.21,Same Day
DEMO-01056,2024-10-20,2024-10-22,Office Supplies,Paper,Home Office,North,United Kingdom,Demo City 16,513.4,7,0.2,45.05,Same Day
DEMO-01057,2023-01-11,2023-01-15,Technology,Accessories,Home Office,South,Brazil,Demo City 7,90.5,6,0.1,11.74,Standard Class
DEMO-01058,2024-06-21,2024-06-24,Office Supplies,Binders,Consumer,East,India,Demo City 2,502.68,2,0.2,57.02,Same Day
DEMO-01059,2024-04-10,2024-04-11,Technology,Machines,Consumer,West,United States,Demo City 30,296.57,8,0.2,7.04,Same Day
DEMO-01060,2023-06-07,2023-06-09,Technology,Phones,Consumer,East,Japan,Demo City 18,544.63,3,0.0,181.39,Standard Class
DEMO-01061,2025-09-19,2025-09-23,Technology,Machines,Home Office,South,Australia,Demo City 23,485.39,11,0.05,0.23,First Class
DEMO-01062,2025-05-28,2025-05-30,Furniture,Tables,Home Office,East,India,Demo City 27,107.82,8,0.2,8.47,First Class
DEMO-01063,2023-07-09,2023-07-11,Furniture,Tables,Corporate,South,Australia,Demo City 14,70.78,10,0.05,25.71,Second Class
DEMO-01064,2025-02-28,2025-03-07,Office Supplies,Storage,Home Office,West,Germany,Demo City 16,332.77,6,0.2,16.13,Second Class
DEMO-01065,2023-01-10,2023-01-12,Furniture,Tables,Corporate,West,United States,Demo City 4,303.0,6,0.0,104.86,Second Class
DEMO-01066,2023-09-17,2023-09-21,Technology,Accessories,Corporate,East,India,Demo City 29,8.57,1,0.3,-0.23,First Class
DEMO-01067,2023-12-15,2023-12-21,Technology,Machines,Corporate,East,Japan,Demo City 25,66.35,1,0.3,9.58,First Class
DEMO-01068,2024-01-29,2024-02-05,Furniture,Tables,Corporate,South,Brazil,Demo City 20,128.01,5,0.1,22.38,Second Class
DEMO-01069,2023-07-23,2023-07-29,Office Supplies,Storage,Corporate,North,Canada,Demo City 26,697.88,9,0.05,117.98,Standard Class
DEMO-01070,2025-08-12,2025-08-18,Furniture,Chairs,Home Office,North,United Kingdom,Demo City 6,570.39,7,0.1,12.67,First Class
DEMO-01071,2024-11-10,2024-11-17,Technology,Phones,Corporate,North,United Kingdom,Demo City 25,519.55,8,0.05,94.59,Same Day
DEMO-01072,2023-03-20,2023-03-24,Technology,Accessories,Consumer,East,India,Demo City 23,302.29,6,0.0,116.93,Second Class
DEMO-01073,2023-07-29,2023-08-01,Technology,Phones,Consumer,East,India,Demo City 30,93.38,1,0.05,22.17,Second Class
DEMO-01074,2024-10-22,2024-10-29,Furniture,Bookcases,Home Office,East,India,Demo City 13,170.12,3,0.1,34.03,Standard Class
DEMO-01075,2025-07-11,2025-07-14,Technology,Phones,Consumer,South,Brazil,Demo City 12,88.17,3,0.0,4.98,Second Class
DEMO-01076,2024-06-25,2024-06-30,Office Supplies,Paper,Corporate,West,United States,Demo City 8,691.97,11,0.0,80.26,Same Day
DEMO-01077,2024-05-31,2024-06-06,Technology,Phones,Home Office,North,Canada,Demo City 7,67.15,4,0.5,-9.61,First Class
DEMO-01078,2023-12-04,2023-12-11,Office Supplies,Binders,Consumer,West,Germany,Demo City 23,90.47,8,0.0,18.49,Standard Class
DEMO-01079,2024-09-16,2024-09-19,Furniture,Chairs,Consumer,West,Germany,Demo City 21,358.27,3,0.0,68.13,Standard Class
DEMO-01080,2023-09-11,2023-09-12,Technology,Accessories,Consumer,West,Germany,Demo City 7,1558.32,6,0.0,366.19,First Class
DEMO-01081,2024-09-10,2024-09-11,Furniture,Tables,Consumer,North,United Kingdom,Demo City 6,359.41,4,0.1,42.85,Second Class
DEMO-01082,2025-01-30,2025-01-31,Furniture,Tables,Consumer,East,India,Demo City 18,25.99,2,0.2,1.18,Standard Class
DEMO-01083,2023-11-18,2023-11-24,Technology,Machines,Corporate,East,Japan,Demo City 14,8.99,1,0.3,-2.28,Same Day
DEMO-01084,2023-01-23,2023-01-27,Office Supplies,Binders,Corporate,West,Germany,Demo City 23,124.54,4,0.0,45.6,Second Class
DEMO-01085,2025-05-09,2025-05-14,Office Supplies,Binders,Consumer,West,United States,Demo City 22,337.54,4,0.1,50.54,First Class
DEMO-01086,2025-05-03,2025-05-09,Office Supplies,Paper,Home Office,North,United Kingdom,Demo City 24,469.41,8,0.1,102.19,First Class
DEMO-01087,2025-08-19,2025-08-21,Furniture,Chairs,Consumer,East,India,Demo City 15,1447.09,5,0.2,89.07,Standard Class
DEMO-01088,2023-06-16,2023-06-21,Technology,Machines,Corporate,South,Brazil,Demo City 23,56.41,3,0.1,4.1,Second Class
DEMO-01089,2023-10-22,2023-10-29,Technology,Accessories,Home Office,West,Germany,Demo City 15,597.12,11,0.1,-17.92,Same Day
DEMO-01090,2023-01-17,2023-01-19,Technology,Phones,Corporate,East,India,Demo City 13,133.44,2,0.1,-16.16,Standard Class
DEMO-01091,2023-04-01,2023-04-06,Furniture,Tables,Consumer,West,United States,Demo City 26,563.82,3,0.2,-93.99,Same Day
DEMO-01092,2024-02-17,2024-02-22,Office Supplies,Binders,Corporate,West,United States,Demo City 18,246.76,10,0.05,57.27,First Class
DEMO-01093,2025-11-30,2025-12-02,Technology,Accessories,Home Office,North,Canada,Demo City 7,195.32,5,0.0,35.68,First Class
DEMO-01094,2024-02-24,2024-03-02,Office Supplies,Binders,Corporate,North,Canada,Demo City 1,387.78,9,0.3,48.25,Same Day
DEMO-01095,2025-03-13,2025-03-20,Furniture,Chairs,Corporate,West,United States,Demo City 3,118.17,4,0.3,-8.87,Second Class
DEMO-01096,2024-07-25,2024-08-01,Office Supplies,Binders,Consumer,East,Japan,Demo City 22,414.08,9,0.3,45.4,Same Day
DEMO-01097,2024-01-16,2024-01-17,Technology,Accessories,Corporate,North,United Kingdom,Demo City 9,115.89,7,0.0,18.28,First Class
DEMO-01098,2025-09-08,2025-09-13,Office Supplies,Paper,Home Office,North,United Kingdom,Demo City 1,439.08,8,0.0,90.45,First Class
DEMO-01099,2023-07-30,2023-08-01,Office Supplies,Paper,Consumer,West,United States,Demo City 22,66.66,7,0.2,7.33,First Class
DEMO-01100,2023-12-18,2023-12-20,Furniture,Tables,Consumer,East,Japan,Demo City 24,474.19,3,0.3,-5.4,Second Class
DEMO-01101,2025-07-08,2025-07-11,Office Supplies,Binders,Corporate,West,United States,Demo City 15,567.61,7,0.0,77.1,First Class
DEMO-01102,2025-06-07,2025-06-10,Office Supplies,Storage,Home Office,East,India,Demo City 2,369.4,10,0.0,89.45,First Class
DEMO-01103,2023-05-12,2023-05-13,Furniture,Chairs,Corporate,North,Canada,Demo City 24,708.68,6,0.2,25.35,Standard Class
DEMO-01104,2023-03-30,2023-04-04,Office Supplies,Storage,Home Office,North,Canada,Demo City 7,361.24,7,0.2,48.23,Standard Class
DEMO-01105,2025-08-12,2025-08-14,Technology,Phones,Consumer,South,Australia,Demo City 13,66.02,2,0.0,16.58,Same Day
DEMO-01106,2023-03-29,2023-04-04,Technology,Machines,Corporate,West,Germany,Demo City 22,488.62,4,0.3,-26.74,Standard Class
DEMO-01107,2025-11-28,2025-11-30,Office Supplies,Storage,Corporate,South,Brazil,Demo City 29,162.98,6,0.2,-1.17,Standard Class
DEMO-01108,2023-03-22,2023-03-25,Technology,Machines,Corporate,West,Germany,Demo City 19,1109.62,9,0.1,139.71,Second Class
DEMO-01109,2025-07-02,2025-07-04,Technology,Phones,Consumer,East,Japan,Demo City 16,139.47,11,0.05,58.89,Same Day
DEMO-01110,2023-11-26,2023-12-03,Furniture,Tables,Consumer,West,United States,Demo City 5,653.47,11,0.0,24.63,Standard Class
DEMO-01111,2025-09-17,2025-09-23,Technology,Accessories,Corporate,North,Canada,Demo City 14,194.99,9,0.2,28.24,Standard Class
DEMO-01112,2025-03-02,2025-03-05,Technology,Phones,Home Office,South,Brazil,Demo City 24,89.94,6,0.05,4.84,First Class
DEMO-01113,2024-06-11,2024-06-15,Furniture,Tables,Corporate,North,United Kingdom,Demo City 5,316.6,7,0.0,131.85,Standard Class
DEMO-01114,2025-07-26,2025-07-29,Office Supplies,Storage,Home Office,East,India,Demo City 26,100.83,4,0.3,15.65,Standard Class
DEMO-01115,2023-11-17,2023-11-22,Technology,Machines,Corporate,South,Australia,Demo City 26,50.68,1,0.0,6.05,First Class
DEMO-01116,2025-09-18,2025-09-25,Technology,Phones,Consumer,East,Japan,Demo City 4,104.44,10,0.1,19.75,Second Class
DEMO-01117,2025-06-19,2025-06-26,Technology,Phones,Home Office,West,Germany,Demo City 9,9.06,2,0.0,1.28,Second Class
DEMO-01118,2024-06-25,2024-06-26,Technology,Accessories,Consumer,West,Germany,Demo City 24,1319.55,8,0.3,140.59,First Class
DEMO-01119,2025-07-18,2025-07-23,Office Supplies,Paper,Home Office,North,United Kingdom,Demo City 2,235.75,7,0.2,33.49,Second Class
DEMO-01120,2025-08-13,2025-08-19,Technology,Accessories,Consumer,West,United States,Demo City 8,362.28,10,0.2,33.37,Same Day
DEMO-01121,2023-02-02,2023-02-08,Furniture,Bookcases,Consumer,West,United States,Demo City 19,185.63,6,0.2,7.31,Standard Class
DEMO-01122,2023-04-12,2023-04-15,Furniture,Tables,Home Office,South,Australia,Demo City 10,457.71,11,0.05,109.34,First Class
DEMO-01123,2025-02-10,2025-02-15,Office Supplies,Paper,Consumer,South,Brazil,Demo City 1,41.01,1,0.0,1.66,Standard Class
DEMO-01124,2024-02-28,2024-03-04,Furniture,Chairs,Home Office,South,Brazil,Demo City 16,354.28,5,0.5,-136.04,Same Day
DEMO-01125,2024-04-26,2024-05-02,Technology,Machines,Home Office,West,United States,Demo City 17,63.33,11,0.2,6.14,Same Day
DEMO-01126,2023-12-28,2024-01-02,Furniture,Bookcases,Home Office,South,Brazil,Demo City 5,122.33,9,0.0,5.17,Second Class
DEMO-01127,2024-09-12,2024-09-13,Furniture,Tables,Home Office,North,Canada,Demo City 13,68.45,4,0.2,20.24,First Class
DEMO-01128,2025-09-08,2025-09-10,Office Supplies,Storage,Consumer,North,United Kingdom,Demo City 1,628.38,4,0.1,-69.27,Standard Class
DEMO-01129,2023-02-07,2023-02-11,Furniture,Tables,Consumer,South,Australia,Demo City 29,229.89,10,0.1,12.65,Standard Class
DEMO-01130,2023-10-23,2023-10-30,Technology,Accessories,Consumer,North,United Kingdom,Demo City 30,276.87,7,0.1,13.61,First Class
DEMO-01131,2024-08-02,2024-08-06,Technology,Phones,Home Office,South,Brazil,Demo City 28,595.26,8,0.2,120.43,Second Class
DEMO-01132,2024-03-18,2024-03-24,Office Supplies,Paper,Consumer,West,United States,Demo City 5,67.4,5,0.1,12.32,First Class
DEMO-01133,2025-12-13,2025-12-16,Office Supplies,Paper,Home Office,East,Japan,Demo City 15,879.75,10,0.2,-119.35,Same Day
DEMO-01134,2023-02-16,2023-02-22,Office Supplies,Paper,Corporate,South,Brazil,Demo City 4,264.15,7,0.05,4.26,First Class
DEMO-01135,2025-10-28,2025-10-30,Technology,Accessories,Corporate,North,Canada,Demo City 1,362.12,8,0.1,20.67,Same Day
DEMO-01136,2023-10-24,2023-10-28,Office Supplies,Paper,Corporate,North,Canada,Demo City 7,1429.15,8,0.0,438.05,Standard Class
DEMO-01137,2023-02-23,2023-03-02,Technology,Machines,Corporate,South,Brazil,Demo City 5,470.62,4,0.1,143.99,Standard Class
DEMO-01138,2025-12-21,2025-12-26,Technology,Accessories,Corporate,North,Canada,Demo City 7,683.14,5,0.05,178.99,Second Class
DEMO-01139,2024-02-15,2024-02-20,Office Supplies,Binders,Consumer,East,India,Demo City 8,219.02,2,0.0,34.69,Standard Class
DEMO-01140,2024-01-04,2024-01-05,Furniture,Tables,Corporate,West,Germany,Demo City 19,1170.5,11,0.1,87.5,Standard Class
DEMO-01141,2025-05-01,2025-05-06,Furniture,Tables,Home Office,South,Australia,Demo City 15,184.62,11,0.2,-15.54,First Class
DEMO-01142,2023-08-28,2023-08-30,Furniture,Tables,Corporate,South,Brazil,Demo City 9,213.79,4,0.1,-30.68,Standard Class
DEMO-01143,2023-12-03,2023-12-06,Technology,Phones,Consumer,South,Australia,Demo City 24,107.01,6,0.0,28.72,Same Day
DEMO-01144,2025-04-28,2025-05-01,Office Supplies,Storage,Consumer,East,Japan,Demo City 13,58.06,5,0.0,20.46,Standard Class
DEMO-01145,2025-03-02,2025-03-04,Technology,Phones,Home Office,North,United Kingdom,Demo City 27,4144.7,9,0.5,-360.29,Second Class
DEMO-01146,2023-01-16,2023-01-22,Technology,Machines,Home Office,South,Brazil,Demo City 8,632.81,8,0.0,226.47,Second Class
DEMO-01147,2023-09-25,2023-09-28,Office Supplies,Binders,Corporate,North,United Kingdom,Demo City 7,477.43,9,0.1,177.03,First Class
DEMO-01148,2025-11-20,2025-11-23,Technology,Phones,Corporate,West,Germany,Demo City 15,895.01,11,0.05,137.37,Second Class
DEMO-01149,2024-09-30,2024-10-05,Office Supplies,Storage,Home Office,South,Brazil,Demo City 10,1016.74,7,0.3,-136.19,Same Day
DEMO-01150,2024-03-18,2024-03-25,Technology,Accessories,Consumer,North,Canada,Demo City 22,232.07,6,0.3,20.3,First Class
DEMO-01151,2024-06-20,2024-06-27,Technology,Phones,Home Office,West,United States,Demo City 8,134.86,2,0.2,14.06,Standard Class
DEMO-01152,2025-01-04,2025-01-10,Office Supplies,Paper,Consumer,West,Germany,Demo City 13,1476.66,11,0.2,149.76,Second Class
DEMO-01153,2023-08-01,2023-08-05,Office Supplies,Paper,Consumer,West,Germany,Demo City 19,230.56,11,0.5,-10.66,Same Day
DEMO-01154,2025-05-28,2025-06-02,Technology,Phones,Consumer,East,Japan,Demo City 7,145.45,5,0.0,17.58,Standard Class
DEMO-01155,2023-11-17,2023-11-23,Furniture,Bookcases,Corporate,South,Australia,Demo City 4,121.44,2,0.3,-10.23,Standard Class
DEMO-01156,2024-09-04,2024-09-07,Office Supplies,Storage,Corporate,East,India,Demo City 23,9.92,1,0.1,0.49,Standard Class
DEMO-01157,2024-04-05,2024-04-12,Office Supplies,Storage,Corporate,East,India,Demo City 29,200.64,3,0.1,4.77,Same Day
DEMO-01158,2025-11-30,2025-12-04,Technology,Machines,Corporate,North,Canada,Demo City 14,369.07,9,0.05,78.56,First Class
DEMO-01159,2023-01-27,2023-02-01,Office Supplies,Binders,Corporate,North,United Kingdom,Demo City 5,8.0,1,0.2,0.33,Same Day
DEMO-01160,2025-07-15,2025-07-16,Furniture,Tables,Home Office,South,Australia,Demo City 11,449.21,7,0.1,21.63,Standard Class
DEMO-01161,2025-03-15,2025-03-16,Office Supplies,Paper,Home Office,East,India,Demo City 13,545.13,7,0.05,13.6,First Class
DEMO-01162,2023-03-12,2023-03-17,Office Supplies,Binders,Corporate,South,Australia,Demo City 24,822.76,8,0.2,-135.8,Standard Class
DEMO-01163,2023-02-08,2023-02-10,Office Supplies,Binders,Home Office,South,Brazil,Demo City 13,279.71,5,0.2,17.2,Same Day
DEMO-01164,2023-06-06,2023-06-13,Office Supplies,Binders,Corporate,West,United States,Demo City 26,1699.84,9,0.3,-152.86,Standard Class
DEMO-01165,2024-01-28,2024-01-31,Furniture,Bookcases,Corporate,West,United States,Demo City 15,135.03,2,0.05,5.7,Same Day
DEMO-01166,2025-12-06,2025-12-07,Technology,Accessories,Corporate,South,Australia,Demo City 13,176.62,6,0.3,47.32,Same Day
DEMO-01167,2025-08-14,2025-08-21,Technology,Phones,Home Office,East,India,Demo City 29,92.45,3,0.2,16.26,First Class
DEMO-01168,2023-11-28,2023-12-03,Technology,Machines,Corporate,East,Japan,Demo City 22,763.64,8,0.1,37.96,Standard Class
DEMO-01169,2024-10-31,2024-11-07,Furniture,Tables,Home Office,East,Japan,Demo City 24,1461.32,8,0.05,595.22,First Class
DEMO-01170,2024-06-08,2024-06-09,Office Supplies,Binders,Corporate,South,Brazil,Demo City 13,1889.14,9,0.1,111.45,Standard Class
